id_item,codigo_item,descricao_item,valor_unitario,quantidade,valor_total,uasg,modalidade,ano,injetado_anomalia,score_anomalia,predito_anomalia
ITEM-1000016,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",10913.69,150,1637053.55,200120,Dispensa de Licitação,2021,0,0.13862481024946638,0
ITEM-1000017,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",4937.42,50,246871.08,150022,Pregão Eletrônico,2023,0,0.29717539374997465,0
ITEM-1000018,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",7850.25,150,1177537.08,200005,Dispensa de Licitação,2026,0,0.2838571575336762,0
ITEM-1000019,TI005,Licença Anual de Software Office Suite Cloud,460.08,100,46007.78,250001,Dispensa de Licitação,2024,0,0.28793347717564555,0
ITEM-1000020,TI007,Desenvolvimento de Software Customizado - H/M Sênior,263.75,1000,263746.89,200001,Inexigibilidade,2023,0,0.1759629910716996,0
ITEM-1000021,TI005,Licença Anual de Software Office Suite Cloud,390.55,10,3905.47,150022,Dispensa de Licitação,2023,0,0.308958460613679,0
ITEM-1000022,TI007,Desenvolvimento de Software Customizado - H/M Sênior,344.76,200,68951.49,200120,Inexigibilidade,2026,0,0.20521397038982436,0
ITEM-1000023,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",4437.65,200,887530.98,201300,Pregão Eletrônico,2025,0,0.24200567415877933,0
ITEM-1000024,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),31425.52,5,157127.58,150022,Dispensa de Licitação,2021,0,0.2873327491563504,0
ITEM-1000025,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),45914.88,1,45914.88,200120,Dispensa de Licitação,2024,0,0.22897749205370072,0
ITEM-1000026,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",4997.23,200,999446.31,170010,Inexigibilidade,2026,0,0.28080655988479325,0
ITEM-1000027,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1300.38,1,1300.38,170010,Dispensa de Licitação,2021,0,0.20476501273842507,0
ITEM-1000028,TI007,Desenvolvimento de Software Customizado - H/M Sênior,306.68,2500,766700.8,200001,Pregão Eletrônico,2023,0,0.09365307988379323,0
ITEM-1000029,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1440.52,8,11524.18,200005,Pregão Eletrônico,2026,0,0.27156245456249395,0
ITEM-1000030,TI006,Desenvolvimento de Software Customizado - H/M Pleno,214.58,500,107291.48,200001,Pregão Eletrônico,2025,0,0.18170162104377063,0
ITEM-1000031,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,2151.35,1,2151.35,200120,Dispensa de Licitação,2026,0,0.2609362272189478,0
ITEM-1000032,TI005,Licença Anual de Software Office Suite Cloud,432.1,150,64815.25,201300,Pregão Eletrônico,2022,0,0.2858040650536408,0
ITEM-1000033,TI007,Desenvolvimento de Software Customizado - H/M Sênior,308.39,1800,555102.89,200120,Pregão Eletrônico,2024,0,0.13898922227717014,0
ITEM-1000034,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,168.27,2,336.54,120040,Pregão Eletrônico,2026,0,0.2968293896434589,0
ITEM-1000035,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,6680.7,8,53445.62,200120,Dispensa de Licitação,2022,0,0.321968680077107,0
ITEM-1000036,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,2025.17,12,24302.06,201300,Pregão Eletrônico,2021,0,0.3062778189259846,0
ITEM-1000037,TI007,Desenvolvimento de Software Customizado - H/M Sênior,235.83,200,47166.68,200005,Dispensa de Licitação,2024,0,0.22672935120382143,0
ITEM-1000038,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),39866.9,12,478402.82,201300,Pregão Eletrônico,2026,0,0.3181353465697188,0
ITEM-1000039,TI005,Licença Anual de Software Office Suite Cloud,468.36,5,2341.79,200001,Dispensa de Licitação,2021,0,0.31961030028735615,0
ITEM-1000040,TI006,Desenvolvimento de Software Customizado - H/M Pleno,182.42,200,36484.18,200005,Pregão Eletrônico,2021,0,0.2863486444632749,0
ITEM-1000041,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1537.75,5,7688.73,170010,Inexigibilidade,2026,0,0.29898580977641387,0
ITEM-1000042,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),38435.01,8,307480.08,170010,Pregão Eletrônico,2024,0,0.32271919059670967,0
ITEM-1000043,TI004,Licença Anual de Sistema Operacional (Windows Pro),841.22,100,84122.0,200120,Pregão Eletrônico,2023,0,0.2715932888459035,0
ITEM-1000044,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",9652.1,100,965210.37,200120,Pregão Eletrônico,2022,0,0.25642043849617685,0
ITEM-1000045,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,7391.53,12,88698.32,200001,Pregão Eletrônico,2021,0,0.28846314153349384,0
ITEM-1000046,TI005,Licença Anual de Software Office Suite Cloud,454.66,150,68199.63,201300,Pregão Eletrônico,2026,0,0.2812417875835361,0
ITEM-1000047,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),40817.11,2,81634.22,201300,Dispensa de Licitação,2024,0,0.3103285343002041,0
ITEM-1000048,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),34849.85,2,69699.69,200120,Pregão Eletrônico,2022,0,0.3188582326898601,0
ITEM-1000049,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),41455.92,2,82911.84,170010,Pregão Eletrônico,2026,0,0.3044330311181336,0
ITEM-1000050,TI006,Desenvolvimento de Software Customizado - H/M Pleno,170.39,1800,306698.08,200120,Inexigibilidade,2025,0,0.13402094070252502,0
ITEM-1000051,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),38074.21,8,304593.67,200001,Inexigibilidade,2021,0,0.32654413873561217,0
ITEM-1000052,TI004,Licença Anual de Sistema Operacional (Windows Pro),938.26,5,4691.32,250001,Inexigibilidade,2021,0,0.29690946243637106,0
ITEM-1000053,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,6180.06,1,6180.06,200005,Inexigibilidade,2026,0,0.31918129932314,0
ITEM-1000054,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,6161.75,1,6161.75,120040,Pregão Eletrônico,2021,0,0.3184183905524128,0
ITEM-1000055,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),44149.96,2,88299.93,200005,Inexigibilidade,2021,0,0.26618114021532646,0
ITEM-1000056,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,145.4,5,727.01,150022,Inexigibilidade,2025,0,0.3235247514974082,0
ITEM-1000057,TI004,Licença Anual de Sistema Operacional (Windows Pro),913.37,200,182674.96,150022,Inexigibilidade,2026,0,0.2761771244451542,0
ITEM-1000058,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",5361.35,100,536134.99,200120,Pregão Eletrônico,2021,0,0.29600351678105824,0
ITEM-1000059,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance [ANOMALIA: SUBVALORIZADO],7.93,8,63.44,200001,Pregão Eletrônico,2023,1,-0.012414912343207463,1
ITEM-1000060,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,6894.23,5,34471.17,170010,Pregão Eletrônico,2021,0,0.31884286882068325,0
ITEM-1000061,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,2069.42,2,4138.85,200001,Pregão Eletrônico,2024,0,0.2963648096938931,0
ITEM-1000062,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,134.88,12,1618.57,250001,Dispensa de Licitação,2025,0,0.30774414636994746,0
ITEM-1000063,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,150.38,5,751.89,200005,Pregão Eletrônico,2026,0,0.3272490909341942,0
ITEM-1000064,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),35767.36,12,429208.38,201300,Pregão Eletrônico,2023,0,0.31968241079717047,0
ITEM-1000065,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,147.56,5,737.82,200120,Dispensa de Licitação,2021,0,0.32508344478435974,0
ITEM-1000066,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,7326.22,1,7326.22,120040,Pregão Eletrônico,2025,0,0.2902741743586297,0
ITEM-1000067,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,5541.21,1,5541.21,201300,Dispensa de Licitação,2025,0,0.2963230155689426,0
ITEM-1000068,TI004,Licença Anual de Sistema Operacional (Windows Pro),890.14,150,133520.56,201300,Pregão Eletrônico,2024,0,0.28471974837731345,0
ITEM-1000069,TI005,Licença Anual de Software Office Suite Cloud,492.48,10,4924.76,201300,Pregão Eletrônico,2023,0,0.302794866391937,0
ITEM-1000070,TI005,Licença Anual de Software Office Suite Cloud,365.51,10,3655.12,120040,Dispensa de Licitação,2024,0,0.29942036776504133,0
ITEM-1000071,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",5140.35,100,514035.44,250001,Inexigibilidade,2026,0,0.2934260843572527,0
ITEM-1000072,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",7902.19,150,1185328.67,200120,Pregão Eletrônico,2023,0,0.28543202232100817,0
ITEM-1000073,TI007,Desenvolvimento de Software Customizado - H/M Sênior,237.69,1000,237692.19,250001,Pregão Eletrônico,2023,0,0.1279198273307358,0
ITEM-1000074,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB) [ANOMALIA: ERRO DIGITACAO],407263.8,1,407263.8,120040,Pregão Eletrônico,2023,1,-0.14213582759854737,1
ITEM-1000075,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,158.22,12,1898.68,170010,Pregão Eletrônico,2026,0,0.3181353465697188,0
ITEM-1000076,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1983.38,2,3966.75,120040,Pregão Eletrônico,2022,0,0.31026659620876634,0
ITEM-1000077,TI004,Licença Anual de Sistema Operacional (Windows Pro),697.2,150,104580.11,200120,Pregão Eletrônico,2022,0,0.11118528155655483,0
ITEM-1000078,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,165.91,2,331.82,150022,Pregão Eletrônico,2021,0,0.30434683936737716,0
ITEM-1000079,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,116.08,8,928.6,201300,Inexigibilidade,2025,0,0.24374773456717058,0
ITEM-1000080,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,2001.0,2,4001.99,200005,Pregão Eletrônico,2021,0,0.30780096047489464,0
ITEM-1000081,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,171.26,12,2055.15,200001,Inexigibilidade,2026,0,0.2883801967365885,0
ITEM-1000082,TI006,Desenvolvimento de Software Customizado - H/M Pleno,181.97,1000,181968.04,250001,Inexigibilidade,2022,0,0.1942167317315875,0
ITEM-1000083,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",5236.57,20,104731.34,201300,Pregão Eletrônico,2022,0,0.31180416762882135,0
ITEM-1000084,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,166.1,12,1993.16,250001,Dispensa de Licitação,2025,0,0.304770836071327,0
ITEM-1000085,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,7398.59,12,88783.1,200120,Pregão Eletrônico,2025,0,0.28792036673355564,0
ITEM-1000086,TI007,Desenvolvimento de Software Customizado - H/M Sênior,292.97,2500,732417.29,201300,Inexigibilidade,2022,0,0.10449177492344663,0
ITEM-1000087,TI005,Licença Anual de Software Office Suite Cloud,484.93,100,48492.79,150022,Pregão Eletrônico,2026,0,0.2719586497427586,0
ITEM-1000088,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),33843.81,8,270750.44,170010,Pregão Eletrônico,2022,0,0.3138392871513844,0
ITEM-1000089,TI004,Licença Anual de Sistema Operacional (Windows Pro),908.06,5,4540.32,201300,Pregão Eletrônico,2023,0,0.32139145024345506,0
ITEM-1000090,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,2054.31,1,2054.31,150022,Pregão Eletrônico,2024,0,0.2987348124210752,0
ITEM-1000091,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1981.66,12,23779.87,120040,Pregão Eletrônico,2023,0,0.3113242440707027,0
ITEM-1000092,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",4827.21,150,724081.2,201300,Pregão Eletrônico,2022,0,0.2813495294781043,0
ITEM-1000093,TI007,Desenvolvimento de Software Customizado - H/M Sênior,320.8,200,64159.91,200001,Pregão Eletrônico,2022,0,0.26005765804556086,0
ITEM-1000094,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1659.28,1,1659.28,150022,Dispensa de Licitação,2024,0,0.3129260422071488,0
ITEM-1000095,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",7780.28,100,778028.3,250001,Pregão Eletrônico,2025,0,0.28656325622832246,0
ITEM-1000096,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,145.45,2,290.91,250001,Pregão Eletrônico,2026,0,0.32110321697772826,0
ITEM-1000097,TI004,Licença Anual de Sistema Operacional (Windows Pro),798.1,5,3990.5,170010,Pregão Eletrônico,2021,0,0.2575974166612727,0
ITEM-1000098,TI005,Licença Anual de Software Office Suite Cloud,393.96,200,78791.2,201300,Pregão Eletrônico,2026,0,0.27888773986366533,0
ITEM-1000099,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1774.38,5,8871.92,170010,Dispensa de Licitação,2026,0,0.3244479321487212,0
ITEM-1000100,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",9598.7,5,47993.51,200001,Dispensa de Licitação,2026,0,0.3008371677187329,0
ITEM-1000101,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,167.44,8,1339.52,250001,Dispensa de Licitação,2026,0,0.3062210832167658,0
ITEM-1000102,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,177.88,1,177.88,120040,Pregão Eletrônico,2021,0,0.2489114404540605,0
ITEM-1000103,TI004,Licença Anual de Sistema Operacional (Windows Pro),1094.04,20,21880.71,250001,Inexigibilidade,2021,0,0.11660607429882097,0
ITEM-1000104,TI004,Licença Anual de Sistema Operacional (Windows Pro),940.36,5,4701.82,200005,Inexigibilidade,2021,0,0.2959185861026709,0
ITEM-1000105,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",4809.69,20,96193.87,200120,Inexigibilidade,2025,0,0.30059467233653553,0
ITEM-1000106,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1580.16,12,18961.88,200005,Pregão Eletrônico,2026,0,0.3008878699739872,0
ITEM-1000107,TI004,Licença Anual de Sistema Operacional (Windows Pro),836.83,10,8368.31,150022,Pregão Eletrônico,2022,0,0.29641056532876914,0
ITEM-1000108,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,6282.84,8,50262.69,200120,Pregão Eletrônico,2023,0,0.3245431674584645,0
ITEM-1000109,TI007,Desenvolvimento de Software Customizado - H/M Sênior,332.64,500,166317.96,200001,Pregão Eletrônico,2024,0,0.17800210828570323,0
ITEM-1000110,TI005,Licença Anual de Software Office Suite Cloud,414.09,100,41409.33,150022,Pregão Eletrônico,2025,0,0.2926939336087803,0
ITEM-1000111,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,2054.37,2,4108.73,200120,Pregão Eletrônico,2021,0,0.30050832827355234,0
ITEM-1000112,TI005,Licença Anual de Software Office Suite Cloud,400.91,10,4009.08,150022,Inexigibilidade,2025,0,0.31721303789905136,0
ITEM-1000113,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,144.73,2,289.46,150022,Inexigibilidade,2023,0,0.32027045969780665,0
ITEM-1000114,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1862.24,5,9311.21,201300,Dispensa de Licitação,2024,0,0.32273847710621784,0
ITEM-1000115,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,7670.75,5,38353.75,150022,Pregão Eletrônico,2023,0,0.258131928102987,0
ITEM-1000116,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1728.46,5,8642.3,200005,Pregão Eletrônico,2023,0,0.323180044553546,0
ITEM-1000117,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,107.47,12,1289.68,250001,Pregão Eletrônico,2023,0,0.19066793710748664,0
ITEM-1000118,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1915.95,5,9579.73,170010,Pregão Eletrônico,2021,0,0.32121618382895656,0
ITEM-1000119,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),33782.49,1,33782.49,200120,Pregão Eletrônico,2021,0,0.30765650780595327,0
ITEM-1000120,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",5913.21,50,295660.31,200001,Pregão Eletrônico,2026,0,0.2811863386562871,0
ITEM-1000121,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,6860.43,8,54883.41,200001,Pregão Eletrônico,2026,0,0.3200988300869251,0
ITEM-1000122,TI004,Licença Anual de Sistema Operacional (Windows Pro),890.01,5,4450.05,201300,Pregão Eletrônico,2025,0,0.32380586259257066,0
ITEM-1000123,TI005,Licença Anual de Software Office Suite Cloud,433.57,10,4335.74,150022,Pregão Eletrônico,2021,0,0.32240631062635505,0
ITEM-1000124,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",9344.61,150,1401691.88,150022,Pregão Eletrônico,2025,0,0.26243554796072466,0
ITEM-1000125,TI007,Desenvolvimento de Software Customizado - H/M Sênior,276.1,1800,496980.07,200001,Dispensa de Licitação,2023,0,0.15016164069162596,0
ITEM-1000126,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",7632.18,200,1526435.44,201300,Dispensa de Licitação,2022,0,0.26648970570174024,0
ITEM-1000127,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1829.11,12,21949.29,150022,Inexigibilidade,2023,0,0.32528485932858603,0
ITEM-1000128,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),41070.79,5,205353.95,120040,Pregão Eletrônico,2025,0,0.3114221078647983,0
ITEM-1000129,TI006,Desenvolvimento de Software Customizado - H/M Pleno,171.44,1800,308591.38,200001,Pregão Eletrônico,2022,0,0.13554402749963934,0
ITEM-1000130,TI006,Desenvolvimento de Software Customizado - H/M Pleno,180.19,1000,180193.64,200001,Pregão Eletrônico,2024,0,0.19015118124067198,0
ITEM-1000131,TI004,Licença Anual de Sistema Operacional (Windows Pro),763.66,10,7636.64,200005,Pregão Eletrônico,2022,0,0.22004361738339517,0
ITEM-1000132,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",4939.45,10,49394.51,170010,Pregão Eletrônico,2026,0,0.317906937220721,0
ITEM-1000133,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,122.3,1,122.3,120040,Pregão Eletrônico,2025,0,0.2639099415915824,0
ITEM-1000134,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),28483.22,12,341798.58,200005,Inexigibilidade,2022,0,0.23643404163513992,0
ITEM-1000135,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",5898.31,5,29491.56,200001,Dispensa de Licitação,2025,0,0.3101861234688073,0
ITEM-1000136,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",8652.13,20,173042.56,200120,Pregão Eletrônico,2025,0,0.31137727785748626,0
ITEM-1000137,TI005,Licença Anual de Software Office Suite Cloud,450.32,150,67547.33,150022,Inexigibilidade,2022,0,0.2840266411609343,0
ITEM-1000138,TI004,Licença Anual de Sistema Operacional (Windows Pro),874.25,100,87425.1,200001,Dispensa de Licitação,2021,0,0.28782107857725,0
ITEM-1000139,TI005,Licença Anual de Software Office Suite Cloud,446.65,100,44665.49,170010,Dispensa de Licitação,2022,0,0.28996915764091463,0
ITEM-1000140,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),42636.13,12,511633.58,200120,Inexigibilidade,2022,0,0.2976848720793066,0
ITEM-1000141,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",5413.15,5,27065.75,250001,Inexigibilidade,2023,0,0.3239828089643606,0
ITEM-1000142,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",4675.88,150,701381.71,150022,Pregão Eletrônico,2024,0,0.2720552561537099,0
ITEM-1000143,TI004,Licença Anual de Sistema Operacional (Windows Pro),848.13,20,16962.63,201300,Pregão Eletrônico,2025,0,0.2924204063726171,0
ITEM-1000144,TI004,Licença Anual de Sistema Operacional (Windows Pro),809.71,5,4048.57,200120,Pregão Eletrônico,2023,0,0.27700748859473795,0
ITEM-1000145,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,5271.79,5,26358.97,170010,Dispensa de Licitação,2022,0,0.27729962311771283,0
ITEM-1000146,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,4879.92,12,58559.08,120040,Inexigibilidade,2026,0,0.24144388620516138,0
ITEM-1000147,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,111.07,8,888.55,200005,Pregão Eletrônico,2022,0,0.224144896627748,0
ITEM-1000148,TI007,Desenvolvimento de Software Customizado - H/M Sênior,280.11,2500,700271.38,170010,Inexigibilidade,2025,0,0.10990614380836417,0
ITEM-1000149,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1383.33,8,11066.63,200005,Pregão Eletrônico,2024,0,0.24644497647007924,0
ITEM-1000150,TI010,Roteador Wi-Fi Corporate Tri-band de Longo Alcance,1617.88,12,19414.5,201300,Inexigibilidade,2024,0,0.30732780068442667,0
ITEM-1000151,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),39918.34,1,39918.34,200005,Dispensa de Licitação,2022,0,0.3154920684298514,0
ITEM-1000152,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",5445.22,5,27226.09,120040,Pregão Eletrônico,2026,0,0.3236962844782781,0
ITEM-1000153,TI002,"Notebook de Alto Desempenho (Intel i7, 32GB RAM, SSD)",8016.85,20,160337.03,250001,Pregão Eletrônico,2022,0,0.305701015582482,0
ITEM-1000154,TI004,Licença Anual de Sistema Operacional (Windows Pro),892.4,5,4461.98,250001,Pregão Eletrônico,2026,0,0.32179241296629296,0
ITEM-1000155,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM) [ANOMALIA: ERRO DIGITACAO]",48096.7,100,4809670.0,200001,Dispensa de Licitação,2023,1,-0.14050485202130392,1
ITEM-1000156,TI004,Licença Anual de Sistema Operacional (Windows Pro),950.82,100,95081.82,170010,Pregão Eletrônico,2026,0,0.24857235244511683,0
ITEM-1000157,TI003,Servidor de Armazenamento Rackmount (Enterprise 16TB),41768.07,5,208840.34,150022,Pregão Eletrônico,2021,0,0.3090725238524933,0
ITEM-1000158,TI007,Desenvolvimento de Software Customizado - H/M Sênior,271.8,1800,489233.89,201300,Pregão Eletrônico,2022,0,0.14367984256321154,0
ITEM-1000159,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,6584.87,2,13169.74,200001,Dispensa de Licitação,2024,0,0.3204440263513653,0
ITEM-1000160,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,169.74,2,339.47,150022,Pregão Eletrônico,2026,0,0.2915428889162085,0
ITEM-1000161,TI006,Desenvolvimento de Software Customizado - H/M Pleno,170.48,500,85238.14,170010,Pregão Eletrônico,2022,0,0.20793529921770737,0
ITEM-1000162,TI005,Licença Anual de Software Office Suite Cloud,432.05,10,4320.46,250001,Pregão Eletrônico,2025,0,0.3222520603745928,0
ITEM-1000163,TI004,Licença Anual de Sistema Operacional (Windows Pro),873.5,20,17470.04,250001,Inexigibilidade,2025,0,0.30523771579920034,0
ITEM-1000164,TI005,Licença Anual de Software Office Suite Cloud,434.16,150,65124.41,200001,Dispensa de Licitação,2024,0,0.28351400201228144,0
ITEM-1000165,TI008,Serviço de Suporte de TI Presencial - Chamado Técnico,155.17,5,775.85,200005,Pregão Eletrônico,2026,0,0.32197924348850493,0
ITEM-1000166,TI001,"Notebook de Desempenho Padrão (Intel i5, 16GB RAM)",5212.11,200,1042422.59,201300,Pregão Eletrônico,2025,0,0.2858344869179639,0
ITEM-1000167,TI009,Switch de Rede Gerenciável 24 Portas PoE Enterprise,8336.25,1,8336.25,150022,Inexigibilidade,2021,0,0.18572283192071637,0
ITEM-1000168,TI005,Licença Anual de Software Office Suite Cloud,366.37,50,18318.65,200001,Pregão Eletrônico,2021,0,0.27719574522266444,0
ITEM-1000169,TI004,Licença Anual de Sistema Operacional (Windows Pro),908.74,20,18174.85,200005,Dispensa de Licitação,2024,0,0.3030175362594925,0
ITEM-1000170,TI007,Desenvolvimento de Software Customizado - H/M Sênior,319.54,1800,575180.33,200001,Pregão Eletrônico,2022,0,0.1185327756006731,0
